#Firmware: console20250221 firmware 20250309@3858044272 proteus MINIMAL_PINS 9
PriLevel,SecLevel,Trigger,Sync,Time,ToothTime,coil,inj
Flag,Flag,Flag,Flag,ms,ms,Flag,Flag
0,0,0,0,9425.537,9425.537,0,0
1,0,0,0,9432.12,6.583,0,0
0,0,0,0,9440.922,8.802,0,0
1,0,0,0,9445.527,4.605,0,0
0,0,0,0,9452.447,6.92,0,0
1,0,0,0,9456.285,3.838,0,0
0,0,0,0,9462.226,5.941,0,0
1,0,0,0,9465.622,3.396,0,0
0,0,0,0,9470.923,5.301,0,0
1,0,0,0,9474.052,3.129,0,0
0,0,0,0,9478.985,4.933,0,0
1,0,0,0,9481.901,2.916,0,0
0,0,0,0,9486.616,4.715,0,0
1,0,0,0,9489.364,2.748,0,0
0,0,0,0,9493.819,4.455,0,0
1,0,0,0,9496.48,2.661,0,0
0,0,0,0,9500.805,4.325,0,0
1,0,0,0,9503.378,2.573,0,0
0,0,0,0,9507.618,4.24,0,0
1,0,0,0,9510.124,2.506,0,0
0,0,0,0,9514.254,4.13,0,0
1,0,0,0,9516.707,2.453,0,0
0,0,0,0,9520.776,4.069,0,0
1,0,0,0,9523.189,2.413,0,0
0,0,0,0,9527.188,3.999,0,0
1,0,0,0,9529.565,2.377,0,0
0,0,0,0,9539.69,10.125,0,0
1,0,0,0,9545.822,6.132,0,0
0,0,0,1,9552.273,6.451,0,0
1,0,0,1,9554.511,2.238,0,0
0,0,0,1,9558.367,3.856,0,0
1,0,0,1,9560.676,2.309,0,0
0,0,0,1,9564.571,3.895,0,0
1,0,0,1,9566.89,2.319,0,0
0,0,0,1,9570.797,3.907,0,0
1,0,0,1,9573.15,2.353,0,0
0,0,0,1,9577.125,3.975,0,1
1,0,0,1,9579.52,2.395,0,1
0,0,0,1,9583.603,4.083,0,1
1,0,0,1,9586.031,2.428,0,1
0,0,0,1,9590.203,4.172,0,1
1,0,0,1,9592.723,2.52,0,1
0,0,0,1,9597.093,4.37,0,1
1,0,0,1,9599.74,2.647,0,1
0,0,0,1,9604.391,4.651,0,1
1,0,0,1,9607.203,2.812,0,1
0,0,0,1,9612.176,4.973,0,1
1,0,0,1,9615.221,3.045,0,1
0,0,0,1,9620.651,5.43,0,1
1,0,0,1,9623.973,3.322,0,1
0,0,0,1,9629.833,5.86,0,1
1,0,0,1,9633.385,3.552,0,1
0,0,0,1,9639.414,6.029,0,1
1,0,0,1,9642.945,3.531,0,1
0,0,0,1,9648.679,5.734,0,1
1,0,0,1,9651.997,3.318,0,0
1,0,1,1,9654.48,2.483,0,0
1,0,0,1,9654.483,0.003,0,0
0,0,0,1,9657.2,2.717,0,0
1,0,0,1,9660.179,2.979,0,0
0,0,0,1,9664.779,4.6,0,0
1,0,0,1,9667.449,2.67,0,0
0,0,0,1,9671.6,4.151,0,0
1,0,0,1,9674.0,2.4,0,0
0,0,0,1,9677.782,3.782,0,0
1,0,0,1,9679.967,2.185,0,0
0,0,0,1,9683.46,3.493,0,0
1,0,0,1,9685.521,2.061,0,0
0,0,0,1,9688.864,3.343,0,0
1,0,0,1,9690.828,1.964,0,0
0,0,0,1,9694.055,3.227,0,0
1,0,0,1,9695.931,1.876,0,0
0,0,0,1,9698.983,3.052,0,0
1,0,0,1,9700.788,1.805,0,0
0,0,0,1,9703.765,2.977,0,0
1,0,0,1,9705.523,1.758,0,0
0,0,0,1,9708.469,2.946,0,0
1,0,0,1,9710.188,1.719,0,0
0,0,0,1,9713.046,2.858,0,0
1,0,0,1,9714.75,1.704,0,0
0,0,0,1,9717.596,2.846,0,0
1,0,0,1,9719.277,1.681,0,0
0,0,0,1,9722.103,2.826,0,0
1,0,0,1,9723.762,1.659,0,0
0,0,0,1,9726.545,2.783,0,0
1,0,0,1,9728.194,1.649,0,0
0,0,0,1,9730.965,2.771,0,0
1,0,0,1,9732.604,1.639,0,0
0,0,0,1,9735.378,2.774,0,0
1,0,0,1,9737.007,1.629,0,0
0,0,0,1,9739.766,2.759,0,0
1,0,0,1,9741.401,1.635,0,0
0,0,0,1,9744.159,2.758,0,0
1,0,0,1,9745.806,1.647,0,0
0,0,0,1,9748.588,2.782,0,0
1,0,0,1,9750.23,1.642,0,0
0,0,0,1,9753.002,2.772,0,0
1,0,0,1,9754.662,1.66,0,0
0,0,0,1,9757.478,2.816,0,1
1,0,0,1,9759.151,1.673,0,1
0,0,0,1,9762.022,2.871,0,1
1,0,0,1,9763.721,1.699,0,1
0,0,0,1,9766.617,2.896,0,1
1,0,0,1,9768.363,1.746,0,1
0,0,0,1,9771.361,2.998,0,1
1,0,0,1,9773.136,1.775,0,1
0,0,0,1,9776.217,3.081,0,1
1,0,0,1,9778.067,1.85,0,1
0,0,0,1,9781.257,3.19,0,0
1,0,0,1,9783.187,1.93,0,0
0,0,0,1,9786.532,3.345,0,0
1,0,0,1,9788.549,2.017,0,0
0,0,0,1,9792.056,3.507,0,0
1,0,0,1,9794.143,2.087,0,0
0,0,0,1,9797.748,3.605,0,0
1,0,0,1,9799.902,2.154,0,0
0,0,0,1,9803.501,3.599,1,0
1,0,0,1,9805.641,2.14,1,0
0,0,0,1,9809.166,3.525,1,0
1,0,0,1,9811.213,2.047,1,0
0,0,0,1,9814.501,3.288,1,0
1,0,0,1,9816.423,1.922,1,0
0,0,0,1,9819.447,3.024,1,0
1,0,0,1,9821.203,1.756,1,0
0,0,0,1,9824.001,2.798,1,0
1,0,0,1,9825.624,1.623,1,0
0,0,0,1,9828.236,2.612,1,0
1,0,0,1,9829.777,1.541,1,0
0,0,0,1,9832.268,2.491,1,0
1,0,0,1,9833.733,1.465,1,0
0,0,0,1,9836.132,2.399,1,0
1,0,0,1,9837.541,1.409,1,0
0,0,0,1,9839.854,2.313,1,0
1,0,0,1,9841.233,1.379,1,0
0,0,0,1,9843.503,2.27,1,0
1,0,0,1,9844.854,1.351,1,0
0,0,0,1,9847.105,2.251,1,0
1,0,0,1,9848.44,1.335,1,0
0,0,0,1,9850.663,2.223,1,0
1,0,0,1,9851.999,1.336,1,0
0,0,0,1,9854.226,2.227,1,0
1,0,0,1,9855.558,1.332,1,0
0,0,0,1,9857.798,2.24,1,0
1,0,0,1,9859.132,1.334,1,0
0,0,0,1,9864.914,5.782,1,0
1,0,0,1,9868.664,3.75,1,0
0,0,0,1,9872.365,3.701,1,0
1,0,0,1,9873.687,1.322,1,0
0,0,0,1,9876.034,2.347,1,0
1,0,0,1,9877.436,1.402,1,0
0,0,0,1,9879.738,2.302,1,0
1,0,0,1,9881.093,1.355,1,0
0,0,0,1,9883.356,2.263,1,0
1,0,0,1,9884.722,1.366,1,0
0,0,0,1,9887.047,2.325,1,1
1,0,0,1,9888.452,1.405,1,1
0,0,0,1,9890.854,2.402,1,1
1,0,0,1,9892.264,1.41,1,1
0,0,0,1,9894.622,2.358,1,1
1,0,0,1,9896.048,1.426,1,1
0,0,0,1,9898.461,2.413,1,1
1,0,0,1,9899.921,1.46,1,1
0,0,0,1,9902.447,2.526,1,1
1,0,0,1,9903.948,1.501,1,1
0,0,0,1,9906.496,2.548,1,1
1,0,0,1,9908.031,1.535,1,1
0,0,0,1,9910.671,2.64,1,1
1,0,0,1,9912.265,1.594,1,0
0,0,0,1,9915.021,2.756,1,0
1,0,0,1,9916.664,1.643,1,0
0,0,0,1,9919.465,2.801,1,0
1,0,0,1,9921.148,1.683,1,0
0,0,0,1,9923.988,2.84,0,0
1,0,0,1,9925.676,1.688,0,0
0,0,0,1,9928.491,2.815,0,0
1,0,0,1,9930.139,1.648,0,0
0,0,0,1,9932.826,2.687,0,0
1,0,0,1,9934.402,1.576,0,0
0,0,0,1,9936.938,2.536,0,0
1,0,0,1,9938.418,1.48,0,0
0,0,0,1,9940.809,2.391,0,0
1,0,0,1,9942.199,1.39,0,0
0,0,0,1,9944.457,2.258,0,0
1,0,0,1,9945.792,1.335,0,0
0,0,0,1,9947.974,2.182,0,0
1,0,0,1,9949.261,1.287,0,0
0,0,0,1,9951.398,2.137,0,0
1,0,0,1,9952.65,1.252,0,0
0,0,0,1,9954.731,2.081,0,0
1,0,0,1,9955.966,1.235,0,0
0,0,0,1,9958.018,2.052,0,0
1,0,0,1,9959.231,1.213,0,0
0,0,0,1,9961.274,2.043,0,0
1,0,0,1,9962.472,1.198,0,0
0,0,0,1,9964.489,2.017,0,0
1,0,0,1,9965.688,1.199,0,0
0,0,0,1,9967.711,2.023,0,0
1,0,0,1,9968.908,1.197,0,0
0,0,0,1,9970.945,2.037,0,0
1,0,0,1,9972.143,1.198,0,0
0,0,0,1,9974.181,2.038,0,0
1,0,0,1,9975.394,1.213,0,0
0,0,0,1,9977.453,2.059,0,0
1,0,0,1,9978.678,1.225,0,0
0,0,0,1,9980.77,2.092,0,0
