#Firmware: console20250221 firmware N/A
PriLevel,SecLevel,Trigger,Sync,Time,ToothTime,coil,inj
Flag,Flag,Flag,Flag,ms,ms,Flag,Flag
0,0,0,0,24163.267,24163.267,0,0
1,0,0,0,24171.373,8.106,0,0
0,0,0,0,24180.22,8.847,0,0
1,0,0,0,24184.998,4.778,0,0
0,0,0,0,24191.973,6.975,0,0
1,0,0,0,24196.037,4.064,0,0
0,0,0,0,24202.104,6.067,0,0
1,0,0,0,24205.674,3.57,0,0
0,0,0,0,24211.283,5.609,0,0
1,0,0,0,24214.525,3.242,0,0
0,0,0,0,24219.722,5.197,0,0
1,0,0,0,24222.808,3.086,0,0
0,0,0,0,24227.777,4.969,0,0
1,0,0,0,24230.673,2.896,0,0
0,0,0,0,24235.445,4.772,0,0
1,0,0,0,24238.227,2.782,0,0
0,0,0,0,24242.852,4.625,0,0
1,0,0,0,24245.58,2.728,0,0
0,0,0,0,24250.119,4.539,0,0
1,0,0,0,24252.829,2.71,0,0
0,0,0,0,24257.307,4.478,0,0
1,0,0,0,24259.952,2.645,0,0
0,0,0,0,24264.452,4.5,0,0
1,0,0,0,24267.1,2.648,0,0
0,0,0,0,24271.567,4.467,0,0
1,0,0,0,24274.26,2.693,0,0
0,0,0,0,24278.804,4.544,0,0
1,0,0,0,24281.544,2.74,0,0
0,0,0,0,24286.228,4.684,0,0
1,0,0,0,24289.041,2.813,0,0
0,0,0,0,24293.948,4.907,0,0
1,0,0,0,24296.914,2.966,0,0
0,0,0,0,24302.149,5.235,0,0
1,0,0,0,24305.326,3.177,0,0
0,0,0,0,24310.99,5.664,0,0
1,0,0,0,24314.419,3.429,0,0
0,0,0,0,24320.619,6.2,0,0
1,0,0,0,24324.293,3.674,0,0
0,0,0,0,24330.655,6.362,0,0
1,0,0,0,24334.499,3.844,0,0
0,0,0,0,24340.643,6.144,0,0
1,0,0,0,24344.265,3.622,0,0
0,0,0,0,24349.821,5.556,0,0
1,0,0,0,24352.966,3.145,0,0
0,0,0,0,24357.687,4.721,0,0
1,0,0,0,24360.42,2.733,0,0
0,0,0,0,24364.526,4.106,0,0
1,0,0,0,24366.882,2.356,0,0
0,0,0,0,24370.495,3.613,0,0
1,0,0,0,24372.575,2.08,0,0
0,0,0,0,24375.826,3.251,0,0
1,0,0,0,24377.737,1.911,0,0
0,0,0,0,24380.776,3.039,0,0
1,0,0,0,24382.555,1.779,0,0
0,0,0,0,24385.434,2.879,0,0
1,0,0,0,24387.119,1.685,0,0
0,0,0,0,24389.864,2.745,0,0
1,0,0,0,24391.504,1.64,0,0
0,0,0,0,24394.194,2.69,0,0
1,0,0,0,24395.798,1.604,0,0
0,0,0,0,24398.463,2.665,0,0
1,0,0,0,24400.047,1.584,0,0
0,0,0,0,24402.681,2.634,0,0
1,0,0,0,24404.268,1.587,0,0
0,0,0,0,24406.912,2.644,0,0
1,0,0,0,24408.502,1.59,0,0
0,0,0,0,24411.148,2.646,0,0
1,0,0,0,24412.694,1.546,0,0
0,0,0,0,24419.099,6.405,0,0
1,0,0,0,24423.253,4.154,0,0
0,0,0,1,24427.398,4.145,0,0
1,0,0,1,24428.839,1.441,0,0
0,0,0,1,24431.328,2.489,0,0
1,0,0,1,24432.834,1.506,0,0
0,0,0,1,24435.357,2.523,0,0
1,0,0,1,24436.881,1.524,0,0
0,0,0,1,24439.437,2.556,0,0
1,0,0,1,24440.974,1.537,0,0
0,0,0,1,24443.53,2.556,0,0
1,0,0,1,24445.075,1.545,0,0
0,0,0,1,24447.699,2.624,0,0
1,0,0,1,24449.266,1.567,0,0
0,0,0,1,24451.932,2.666,0,0
1,0,0,1,24453.544,1.612,0,0
0,0,0,1,24456.257,2.713,0,1
1,0,0,1,24457.924,1.667,0,1
0,0,0,1,24460.764,2.84,0,1
1,0,0,1,24462.471,1.707,0,1
0,0,0,1,24465.434,2.963,0,1
1,0,0,1,24467.221,1.787,0,1
0,0,0,1,24470.318,3.097,0,0
1,0,0,1,24472.215,1.897,0,0
0,0,0,1,24475.493,3.278,0,0
1,0,0,1,24477.461,1.968,0,0
0,0,0,1,24480.824,3.363,0,0
1,0,0,1,24482.845,2.021,0,0
0,0,0,1,24486.252,3.407,0,0
1,0,0,1,24488.263,2.011,0,0
1,0,1,1,24490.426,2.163,0,0
1,0,0,1,24490.428,0.002,0,0
0,0,0,1,24491.564,1.136,0,0
1,0,0,1,24493.494,1.93,0,0
0,0,0,1,24496.594,3.1,0,0
1,0,0,1,24498.401,1.807,0,0
0,0,0,1,24501.247,2.846,0,0
1,0,0,1,24502.896,1.649,0,0
0,0,0,1,24505.507,2.611,0,0
1,0,0,1,24507.023,1.516,0,0
0,0,0,1,24509.453,2.43,0,0
1,0,0,1,24510.887,1.434,0,0
0,0,0,1,24513.21,2.323,0,0
1,0,0,1,24514.579,1.369,0,0
0,0,0,1,24516.829,2.25,0,0
1,0,0,1,24518.144,1.315,0,0
0,0,0,1,24520.317,2.173,0,0
1,0,0,1,24521.603,1.286,0,0
0,0,0,1,24523.738,2.135,0,0
1,0,0,1,24524.995,1.257,0,0
0,0,0,1,24527.11,2.115,0,0
1,0,0,1,24528.347,1.237,0,0
0,0,0,1,24530.429,2.082,0,0
1,0,0,1,24531.668,1.239,0,0
0,0,0,1,24533.75,2.082,0,0
1,0,0,1,24534.985,1.235,0,0
0,0,0,1,24537.078,2.093,0,0
1,0,0,1,24538.313,1.235,0,0
0,0,0,1,24540.403,2.09,0,0
1,0,0,1,24541.65,1.247,0,0
0,0,0,1,24543.758,2.108,0,0
1,0,0,1,24545.014,1.256,0,0
0,0,0,1,24547.152,2.138,0,0
1,0,0,1,24548.414,1.262,0,0
0,0,0,1,24550.562,2.148,0,0
1,0,0,1,24551.848,1.286,0,0
0,0,0,1,24554.036,2.188,0,0
1,0,0,1,24555.34,1.304,0,0
0,0,0,1,24557.579,2.239,0,0
1,0,0,1,24558.907,1.328,0,0
0,0,0,1,24561.169,2.262,0,0
1,0,0,1,24562.494,1.325,0,0
0,0,0,1,24564.686,2.192,0,0
1,0,0,1,24565.977,1.291,0,0
0,0,0,1,24568.158,2.181,0,0
1,0,0,1,24569.472,1.314,0,0
0,0,0,1,24571.743,2.271,0,0
1,0,0,1,24573.106,1.363,0,0
0,0,0,1,24575.47,2.364,0,1
1,0,0,1,24576.854,1.384,0,1
0,0,0,1,24579.2,2.346,0,1
1,0,0,1,24580.594,1.394,0,1
0,0,0,1,24582.978,2.384,0,1
1,0,0,1,24584.422,1.444,0,1
0,0,0,1,24586.931,2.509,0,1
1,0,0,1,24588.429,1.498,0,1
0,0,0,1,24591.008,2.579,0,0
1,0,0,1,24592.533,1.525,0,0
0,0,0,1,24595.138,2.605,1,0
1,0,0,1,24596.717,1.579,1,0
0,0,0,1,24599.38,2.663,1,0
1,0,0,1,24600.966,1.586,1,0
0,0,0,1,24603.597,2.631,1,0
1,0,0,1,24605.143,1.546,1,0
0,0,0,1,24607.653,2.51,1,0
1,0,0,1,24609.141,1.488,1,0
0,0,0,1,24611.527,2.386,1,0
1,0,0,1,24612.93,1.403,1,0
0,0,0,1,24615.184,2.254,1,0
1,0,0,1,24616.501,1.317,1,0
0,0,0,1,24618.627,2.126,1,0
1,0,0,1,24619.889,1.262,1,0
0,0,0,1,24621.946,2.057,1,0
1,0,0,1,24623.16,1.214,1,0
0,0,0,1,24625.174,2.014,1,0
1,0,0,1,24626.357,1.183,1,0
0,0,0,1,24628.318,1.961,1,0
1,0,0,1,24629.489,1.171,1,0
0,0,0,1,24631.424,1.935,1,0
1,0,0,1,24632.576,1.152,1,0
0,0,0,1,24634.495,1.919,1,0
1,0,0,1,24635.634,1.139,1,0
0,0,0,1,24637.529,1.895,1,0
1,0,0,1,24638.664,1.135,1,0
0,0,0,1,24640.556,1.892,1,0
1,0,0,1,24641.687,1.131,1,0
0,0,0,1,24643.587,1.9,1,0
1,0,0,1,24644.717,1.13,1,0
0,0,0,1,24649.609,4.892,1,0
1,0,0,1,24652.805,3.196,1,0
0,0,0,1,24655.889,3.084,1,0
1,0,0,1,24656.997,1.108,1,0
0,0,0,1,24658.962,1.965,1,0
1,0,0,1,24660.151,1.189,1,0
0,0,0,1,24662.153,2.002,1,0
1,0,0,1,24663.355,1.202,1,0
0,0,0,1,24665.4,2.045,1,0
1,0,0,1,24666.631,1.231,1,0
0,0,0,1,24668.728,2.097,1,0
1,0,0,1,24669.987,1.259,1,0
0,0,0,1,24672.135,2.148,1,0
1,0,0,1,24673.384,1.249,1,0
0,0,0,1,24675.452,2.068,1,0
1,0,0,1,24676.685,1.233,1,0
0,0,0,1,24678.752,2.067,1,1
1,0,0,1,24680.012,1.26,1,1
0,0,0,1,24682.205,2.193,1,1
1,0,0,1,24683.513,1.308,1,1
0,0,0,1,24685.789,2.276,1,1
1,0,0,1,24687.135,1.346,1,1
0,0,0,1,24689.387,2.252,1,1
1,0,0,1,24690.742,1.355,1,1
0,0,0,1,24693.058,2.316,1,1
1,0,0,1,24694.445,1.387,1,0
0,0,0,1,24696.833,2.388,0,0
1,0,0,1,24698.265,1.432,0,0
0,0,0,1,24700.673,2.408,0,0
1,0,0,1,24702.097,1.424,0,0
0,0,0,1,24704.451,2.354,0,0
1,0,0,1,24705.848,1.397,0,0
0,0,0,1,24708.139,2.291,0,0
1,0,0,1,24709.493,1.354,0,0
0,0,0,1,24711.702,2.209,0,0
1,0,0,1,24713.002,1.3,0,0
0,0,0,1,24715.129,2.127,0,0
1,0,0,1,24716.369,1.24,0,0
0,0,0,1,24718.398,2.029,0,0
1,0,0,1,24719.602,1.204,0,0
0,0,0,1,24721.576,1.974,0,0
1,0,0,1,24722.743,1.167,0,0
0,0,0,1,24724.688,1.945,0,0
1,0,0,1,24725.834,1.146,0,0
0,0,0,1,24727.748,1.914,0,0
1,0,0,1,24728.888,1.14,0,0
0,0,0,1,24730.795,1.907,0,0
1,0,0,1,24731.925,1.13,0,0
0,0,0,1,24733.832,1.907,0,0
1,0,0,1,24734.955,1.123,0,0
0,0,0,1,24736.845,1.89,0,0
1,0,0,1,24737.975,1.13,0,0
0,0,0,1,24739.875,1.9,0,0
1,0,0,1,24741.003,1.128,0,0
0,0,0,1,24742.917,1.914,0,0
1,0,0,1,24744.048,1.131,0,0
0,0,0,1,24745.965,1.917,0,0
1,0,0,1,24747.109,1.144,0,0
0,0,0,1,24749.043,1.934,0,0
1,0,0,1,24750.198,1.155,0,0
0,0,0,1,24752.162,1.964,0,0
1,0,0,1,24753.324,1.162,0,0
0,0,0,1,24755.3,1.976,0,0
1,0,0,1,24756.483,1.183,0,0
0,0,0,1,24758.495,2.012,0,0
1,0,0,1,24759.695,1.2,0,0
0,0,0,1,24761.753,2.058,0,0
1,0,0,1,24762.972,1.219,0,0
0,0,0,1,24765.052,2.08,0,0
1,0,0,1,24766.29,1.238,0,0
0,0,0,1,24768.35,2.06,0,0
1,0,0,1,24769.544,1.194,0,0
0,0,0,1,24771.555,2.011,0,0
1,0,0,1,24772.757,1.202,0,0
0,0,0,1,24774.815,2.058,0,0
1,0,0,1,24776.051,1.236,0,0
0,0,0,1,24778.2,2.149,0,1
1,0,0,1,24779.498,1.298,0,1
0,0,0,1,24781.717,2.219,0,1
1,0,0,1,24783.01,1.293,0,1
0,0,0,1,24785.178,2.168,0,1
1,0,0,1,24786.493,1.315,0,1
0,0,0,1,24788.733,2.24,0,1
1,0,0,1,24790.09,1.357,0,1
0,0,0,1,24792.473,2.383,0,1
1,0,0,1,24793.885,1.412,0,0
0,0,0,1,24796.276,2.391,1,0
1,0,0,1,24797.702,1.426,1,0
0,0,0,1,24800.053,2.351,1,0
1,0,0,1,24801.473,1.42,1,0
0,0,0,1,24803.852,2.379,1,0
1,0,0,1,24805.24,1.388,1,0
0,0,0,1,24807.539,2.299,1,0
1,0,0,1,24808.899,1.36,1,0
0,0,0,1,24811.099,2.2,1,0
1,0,0,1,24812.387,1.288,1,0
0,0,0,1,24814.482,2.095,1,0
1,0,0,1,24815.701,1.219,1,0
0,0,0,1,24817.683,1.982,1,0
1,0,0,1,24818.857,1.174,1,0
0,0,0,1,24820.771,1.914,1,0
1,0,0,1,24821.904,1.133,1,0
0,0,0,1,24823.78,1.876,1,0
1,0,0,1,24824.886,1.106,1,0
0,0,0,1,24826.721,1.835,1,0
1,0,0,1,24827.818,1.097,1,0
0,0,0,1,24829.639,1.821,1,0
1,0,0,1,24830.724,1.085,1,0
0,0,0,1,24832.535,1.811,1,0
1,0,0,1,24833.61,1.075,1,0
0,0,0,1,24835.399,1.789,1,0
1,0,0,1,24836.476,1.077,1,0
0,0,0,1,24838.268,1.792,1,0
1,0,0,1,24839.339,1.071,1,0
0,0,0,1,24841.136,1.797,1,0
1,0,0,1,24842.208,1.072,1,0
0,0,0,1,24846.843,4.635,1,0
1,0,0,1,24849.886,3.043,1,0
0,0,0,1,24852.795,2.909,1,0
1,0,0,1,24853.841,1.046,1,0
0,0,0,1,24855.702,1.861,1,0
1,0,0,1,24856.826,1.124,1,0
0,0,0,1,24858.719,1.893,1,0
1,0,0,1,24859.856,1.137,1,0
0,0,0,1,24861.785,1.929,1,0
1,0,0,1,24862.947,1.162,1,0
0,0,0,1,24864.921,1.974,1,0
1,0,0,1,24866.108,1.187,1,0
0,0,0,1,24868.149,2.041,1,0
1,0,0,1,24869.366,1.217,1,0
0,0,0,1,24871.452,2.086,1,0
1,0,0,1,24872.703,1.251,1,0
0,0,0,1,24874.76,2.057,1,0
1,0,0,1,24875.972,1.212,1,0
0,0,0,1,24877.977,2.005,1,0
1,0,0,1,24879.192,1.215,1,0
0,0,0,1,24881.283,2.091,1,0
1,0,0,1,24882.551,1.268,1,0
0,0,0,1,24884.783,2.232,1,0
1,0,0,1,24886.132,1.349,1,1
0,0,0,1,24888.408,2.276,1,1
1,0,0,1,24889.743,1.335,0,1
0,0,0,1,24891.947,2.204,0,1
1,0,0,1,24893.283,1.336,0,1
0,0,0,1,24895.541,2.258,0,1
1,0,0,1,24896.889,1.348,0,1
0,0,0,1,24899.176,2.287,0,1
1,0,0,1,24900.521,1.345,0,0
1,0,1,1,24900.851,0.33,0,0
1,0,0,1,24900.854,0.003,0,0
0,0,0,1,24902.74,1.886,0,0
1,0,0,1,24904.05,1.31,0,0
0,0,0,1,24906.181,2.131,0,0
1,0,0,1,24907.43,1.249,0,0
0,0,0,1,24909.47,2.04,0,0
1,0,0,1,24910.657,1.187,0,0
0,0,0,1,24912.595,1.938,0,0
1,0,0,1,24913.741,1.146,0,0
0,0,0,1,24915.615,1.874,0,0
1,0,0,1,24916.722,1.107,0,0
0,0,0,1,24918.559,1.837,0,0
1,0,0,1,24919.639,1.08,0,0
0,0,0,1,24921.441,1.802,0,0
1,0,0,1,24922.513,1.072,0,0
0,0,0,1,24924.302,1.789,0,0
1,0,0,1,24925.364,1.062,0,0
0,0,0,1,24927.153,1.789,0,0
1,0,0,1,24928.207,1.054,0,0
0,0,0,1,24929.977,1.77,0,0
1,0,0,1,24931.035,1.058,0,0
0,0,0,1,24932.81,1.775,0,0
1,0,0,1,24933.865,1.055,0,0
0,0,0,1,24935.649,1.784,0,0
1,0,0,1,24936.703,1.054,0,0
0,0,0,1,24938.484,1.781,0,0
1,0,0,1,24939.549,1.065,0,0
0,0,0,1,24941.345,1.796,0,0
1,0,0,1,24942.416,1.071,0,0
0,0,0,1,24944.232,1.816,0,0
1,0,0,1,24945.307,1.075,0,0
0,0,0,1,24947.129,1.822,0,0
1,0,0,1,24948.221,1.092,0,0
0,0,0,1,24950.071,1.85,0,0
1,0,0,1,24951.174,1.103,0,0
0,0,0,1,24953.058,1.884,0,0
1,0,0,1,24954.174,1.116,0,0
0,0,0,1,24956.079,1.905,0,0
1,0,0,1,24957.224,1.145,0,0
0,0,0,1,24959.175,1.951,0,0
1,0,0,1,24960.343,1.168,0,0
0,0,0,1,24962.355,2.012,0,0
1,0,0,1,24963.551,1.196,0,0
0,0,0,1,24965.601,2.05,0,0
