#Firmware: console20250221 firmware 20250309@2421910608 proteus MINIMAL_PINS 2612
PriLevel,SecLevel,Trigger,Sync,Time,ToothTime,coil,inj
Flag,Flag,Flag,Flag,ms,ms,Flag,Flag
1,0,0,1,2611312.748,2611312.748,0,0
0,0,0,0,2611312.85,0.102,0,0
1,0,0,0,2611312.903,0.053,0,0
0,0,0,0,2611312.926,0.023,0,0
1,0,0,0,2611313.033,0.107,0,0
0,0,0,0,2611314.14,1.107,0,0
1,0,0,0,2611314.281,0.141,0,0
0,0,0,0,2611314.377,0.096,0,0
1,0,0,0,2611314.62,0.243,0,0
0,0,0,0,2611314.79,0.17,0,0
1,0,0,0,2611314.921,0.131,0,0
0,0,0,0,2611316.214,1.293,0,0
1,0,0,0,2611352.242,36.028,0,0
0,0,0,0,2611368.503,16.261,0,0
1,0,0,0,2611383.658,15.155,0,0
0,0,0,0,2611394.552,10.894,0,0
1,0,0,0,2611406.844,12.292,0,0
0,0,0,0,2611415.966,9.122,0,0
1,0,0,0,2611426.854,10.888,0,0
0,0,0,0,2611435.303,8.449,0,0
1,0,0,0,2611445.458,10.155,0,0
0,0,0,0,2611453.723,8.265,0,0
1,0,0,0,2611463.756,10.033,0,0
0,0,0,0,2611471.887,8.131,0,0
1,0,0,0,2611482.216,10.329,0,0
0,0,0,0,2611490.611,8.395,0,0
1,0,0,0,2611501.37,10.759,0,0
0,0,0,0,2611510.324,8.954,0,0
1,0,0,0,2611521.591,11.267,0,0
0,0,0,0,2611530.805,9.214,0,0
1,0,0,0,2611541.704,10.899,0,0
0,0,0,0,2611550.23,8.526,0,0
1,0,0,0,2611559.772,9.542,0,0
0,0,0,0,2611566.817,7.045,0,0
1,0,0,0,2611574.224,7.407,0,0
0,0,0,0,2611579.809,5.585,0,0
1,0,0,0,2611585.88,6.071,0,0
0,0,0,0,2611590.622,4.742,0,0
1,0,0,0,2611596.026,5.404,0,0
0,0,0,0,2611600.347,4.321,0,0
1,0,0,0,2611605.432,5.085,0,0
0,0,0,0,2611609.572,4.14,0,0
1,0,0,0,2611614.588,5.016,0,0
0,0,0,0,2611618.69,4.102,0,0
1,0,0,0,2611623.728,5.038,0,0
0,0,0,0,2611627.921,4.193,0,0
1,0,0,0,2611633.174,5.253,0,0
0,0,0,0,2611637.507,4.333,0,0
1,0,0,0,2611652.283,14.776,0,0
0,0,0,1,2611658.852,6.569,0,0
1,0,0,1,2611664.092,5.24,0,0
0,0,0,1,2611668.63,4.538,0,0
1,0,0,1,2611674.466,5.836,0,0
0,0,0,1,2611679.048,4.582,0,0
1,0,0,1,2611684.963,5.915,0,0
0,0,0,1,2611689.886,4.923,0,0
1,0,0,1,2611696.05,6.164,0,0
0,0,0,1,2611701.207,5.157,0,0
1,0,0,1,2611707.945,6.738,0,0
0,0,0,1,2611713.664,5.719,0,0
1,0,0,1,2611721.348,7.684,0,0
0,0,0,1,2611727.928,6.58,0,0
0,0,1,1,2611729.384,1.456,0,0
0,0,0,1,2611729.386,0.002,0,0
1,0,0,1,2611737.021,7.635,0,0
0,0,0,1,2611744.648,7.627,0,0
1,0,0,1,2611754.55,9.902,0,0
0,0,0,1,2611762.36,7.81,0,0
1,0,0,1,2611770.895,8.535,0,0
0,0,0,1,2611776.891,5.996,0,0
1,0,0,1,2611782.718,5.827,0,0
0,0,0,1,2611787.027,4.309,0,0
1,0,0,1,2611791.546,4.519,0,0
0,0,0,1,2611795.065,3.519,0,0
1,0,0,1,2611798.973,3.908,0,0
0,0,0,1,2611802.091,3.118,0,0
1,0,0,1,2611805.681,3.59,0,0
0,0,0,1,2611808.595,2.914,0,0
1,0,0,1,2611812.038,3.443,0,0
0,0,0,1,2611814.87,2.832,0,0
1,0,0,1,2611818.253,3.383,0,0
0,0,0,1,2611821.066,2.813,0,0
1,0,0,1,2611824.442,3.376,0,0
0,0,0,1,2611827.259,2.817,0,0
1,0,0,1,2611830.686,3.427,0,0
0,0,0,1,2611833.541,2.855,0,0
1,0,0,1,2611837.073,3.532,0,0
0,0,0,1,2611840.018,2.945,0,0
1,0,0,1,2611843.719,3.701,0,0
0,0,0,1,2611846.818,3.099,0,0
1,0,0,1,2611850.773,3.955,0,0
0,0,0,1,2611854.132,3.359,0,0
1,0,0,1,2611858.571,4.439,0,0
0,0,0,1,2611862.416,3.845,0,0
1,0,0,1,2611867.893,5.477,0,0
0,0,0,1,2611872.923,5.03,0,0
1,0,0,1,2611879.07,6.147,0,0
0,0,0,1,2611883.556,4.486,0,0
1,0,0,1,2611890.199,6.643,0,0
0,0,0,1,2611895.341,5.142,0,0
1,0,0,1,2611902.353,7.012,1,0
0,0,0,1,2611908.283,5.93,1,0
1,0,0,1,2611915.727,7.444,1,0
0,0,0,1,2611921.571,5.844,1,0
1,0,0,1,2611928.198,6.627,1,0
0,0,0,1,2611933.143,4.945,1,0
1,0,0,1,2611938.392,5.249,1,0
0,0,0,1,2611942.372,3.98,1,0
1,0,0,1,2611946.653,4.281,1,0
0,0,0,1,2611950.019,3.366,1,0
1,0,0,1,2611953.821,3.802,1,0
0,0,0,1,2611956.874,3.053,1,0
1,0,0,1,2611960.474,3.6,1,0
0,0,0,1,2611963.406,2.932,1,0
1,0,0,1,2611966.905,3.499,1,0
0,0,0,1,2611969.776,2.871,1,0
1,0,0,1,2611973.23,3.454,1,0
0,0,0,1,2611976.071,2.841,1,0
1,0,0,1,2611979.548,3.477,1,0
0,0,0,1,2611982.419,2.871,1,0
