#Firmware: console20250221 firmware 20250309@3679800073 proteus MINIMAL_PINS 7197
PriLevel,SecLevel,Trigger,Sync,Time,ToothTime,coil,inj
Flag,Flag,Flag,Flag,ms,ms,Flag,Flag
1,0,0,1,7197908.401,7197908.401,0,0
0,0,0,0,7197908.45,0.049,0,0
1,0,0,0,7197908.748,0.298,0,0
0,0,0,0,7197908.936,0.188,0,0
1,0,0,0,7197909.094,0.158,0,0
0,0,0,0,7197909.873,0.779,0,0
1,0,0,0,7197909.997,0.124,0,0
0,0,0,0,7197910.133,0.136,0,0
1,0,0,0,7197910.305,0.172,0,0
0,0,0,0,7197910.496,0.191,0,0
1,0,0,0,7197910.576,0.08,0,0
0,0,0,0,7197913.717,3.141,0,0
1,0,0,0,7197939.479,25.762,0,0
0,0,0,0,7197947.639,8.16,0,0
1,0,0,0,7197962.932,15.293,0,0
0,0,0,0,7197974.665,11.733,0,0
1,0,0,0,7197985.577,10.912,0,0
0,0,0,0,7197994.266,8.689,0,0
1,0,0,0,7198004.242,9.976,0,0
0,0,0,0,7198011.952,7.71,0,0
1,0,0,0,7198021.022,9.07,0,0
0,0,0,0,7198028.368,7.346,0,0
1,0,0,0,7198036.926,8.558,0,0
0,0,0,0,7198043.859,6.933,0,0
1,0,0,0,7198052.226,8.367,0,0
0,0,0,0,7198058.878,6.652,0,0
1,0,0,0,7198066.72,7.842,0,0
0,0,0,0,7198073.001,6.281,0,0
1,0,0,0,7198080.283,7.282,0,0
0,0,0,0,7198085.975,5.692,0,0
1,0,0,0,7198092.476,6.501,0,0
0,0,0,0,7198097.566,5.09,0,0
1,0,0,0,7198103.454,5.888,0,0
0,0,0,0,7198108.215,4.761,0,0
1,0,0,0,7198113.861,5.646,0,0
0,0,0,0,7198118.447,4.586,0,0
1,0,0,0,7198123.992,5.545,0,0
0,0,0,0,7198128.518,4.526,0,0
1,0,0,0,7198134.162,5.644,0,0
0,0,0,0,7198138.866,4.704,0,0
1,0,0,0,7198144.167,5.301,0,0
0,0,0,0,7198148.375,4.208,0,0
