#Firmware: console20250221 firmware N/A
PriLevel,SecLevel,Trigger,Sync,Time,ToothTime,coil,inj
Flag,Flag,Flag,Flag,ms,ms,Flag,Flag
1,0,0,1,1139148.412,1139148.412,1,0
0,0,0,1,1139151.036,2.624,1,0
1,0,0,1,1139154.163,3.127,1,0
0,0,0,1,1139156.763,2.6,1,0
1,0,0,1,1139159.873,3.11,1,0
0,0,0,1,1139162.483,2.61,1,0
1,0,0,1,1139165.643,3.16,1,0
0,0,0,1,1139168.297,2.654,1,0
1,0,0,1,1139171.551,3.254,1,0
0,0,0,1,1139174.262,2.711,1,0
1,0,0,1,1139177.622,3.36,1,0
0,0,0,1,1139180.424,2.802,1,0
1,0,0,1,1139183.95,3.526,1,0
0,0,0,1,1139186.892,2.942,1,0
1,0,0,1,1139190.637,3.745,1,0
0,0,0,1,1139193.794,3.157,1,0
1,0,0,1,1139197.897,4.103,1,0
0,0,0,1,1139201.393,3.496,1,0
1,0,0,1,1139206.184,4.791,1,0
0,0,0,1,1139210.381,4.197,1,0
1,0,0,1,1139216.735,6.354,1,0
0,0,0,1,1139222.931,6.196,1,0
1,0,0,1,1139250.924,27.993,1,0
0,0,0,1,1139259.79,8.866,1,0
1,0,0,1,1139268.604,8.814,1,0
0,0,0,1,1139274.941,6.337,1,0
1,0,0,1,1139281.275,6.334,1,0
0,0,0,1,1139286.212,4.937,1,0
1,0,0,1,1139291.743,5.531,1,0
0,0,0,1,1139296.21,4.467,1,0
1,0,0,1,1139301.435,5.225,1,0
0,0,0,1,1139305.725,4.29,1,0
1,0,0,1,1139310.917,5.192,1,0
0,0,0,1,1139315.232,4.315,1,0
1,0,0,1,1139320.576,5.344,1,0
0,0,0,1,1139325.066,4.49,1,0
1,0,0,1,1139330.765,5.699,1,0
0,0,0,1,1139335.646,4.881,1,0
1,0,0,1,1139342.126,6.48,1,0
0,0,0,1,1139347.797,5.671,1,0
1,0,0,1,1139356.056,8.259,1,0
0,0,0,1,1139364.011,7.955,1,0
1,0,0,1,1139401.908,37.897,1,0
0,0,0,1,1139413.804,11.896,1,0
1,0,0,1,1139426.755,12.951,1,0
0,0,0,0,1139436.2,9.445,1,0
1,0,0,0,1139446.53,10.33,1,0
0,0,0,0,1139454.729,8.199,1,0
1,0,0,0,1139464.696,9.967,1,0
0,0,0,0,1139472.964,8.268,1,0
1,0,0,0,1139483.917,10.953,1,0
0,0,0,0,1139493.483,9.566,1,0
1,0,0,0,1139508.866,15.383,1,0
0,0,0,0,1139527.079,18.213,1,0
1,0,0,0,1395255.743,255728.664,1,0
0,0,0,0,1395255.875,0.132,1,0
1,0,0,0,1395256.086,0.211,1,0
0,0,0,0,1395257.623,1.537,1,0
1,0,0,0,1395258.018,0.395,1,0
0,0,0,0,1395258.217,0.199,1,0
1,0,0,0,1395258.303,0.086,1,0
0,0,0,0,1395258.448,0.145,1,0
1,0,0,0,1395258.55,0.102,1,0
0,0,0,0,1395264.966,6.416,1,0
1,0,0,0,1395289.783,24.817,1,0
0,0,0,0,1395302.553,12.77,1,0
1,0,0,0,1395317.799,15.246,1,0
0,0,0,0,1395328.102,10.303,1,0
1,0,0,0,1395339.13,11.028,1,0
0,0,0,0,1395348.047,8.917,1,0
1,0,0,0,1395358.0,9.953,1,0
0,0,0,0,1395365.921,7.921,1,0
1,0,0,0,1395375.337,9.416,1,0
0,0,0,0,1395382.765,7.428,1,0
1,0,0,0,1395391.824,9.059,1,0
0,0,0,0,1395399.119,7.295,1,0
1,0,0,0,1395408.041,8.922,1,0
0,0,0,0,1395415.119,7.078,1,0
1,0,0,0,1395423.599,8.48,1,0
0,0,0,0,1395430.271,6.672,1,0
1,0,0,0,1395437.916,7.645,1,0
0,0,0,0,1395443.936,6.02,1,0
1,0,0,0,1395450.86,6.924,1,0
0,0,0,0,1395456.333,5.473,1,0
1,0,0,0,1395462.657,6.324,1,0
0,0,0,0,1395467.679,5.022,1,0
1,0,0,0,1395473.606,5.927,1,0
0,0,0,0,1395478.41,4.804,1,0
1,0,0,0,1395484.287,5.877,1,0
0,0,0,0,1395489.104,4.817,1,0
1,0,0,0,1395494.898,5.794,1,0
0,0,0,0,1395499.302,4.404,1,0
1,0,0,0,1395504.672,5.37,1,0
0,0,0,0,1395509.186,4.514,1,0
1,0,0,0,1395514.571,5.385,1,0
0,0,0,0,1395518.914,4.343,1,0
1,0,0,0,1395532.402,13.488,1,0
0,0,0,1,1395538.39,5.988,1,0
1,0,0,1,1395543.835,5.445,1,0
0,0,0,1,1395548.16,4.325,1,0
1,0,0,1,1395553.601,5.441,1,0
0,0,0,1,1395558.089,4.488,1,0
1,0,0,1,1395563.723,5.634,1,0
0,0,0,1,1395568.352,4.629,1,0
1,0,0,1,1395574.262,5.91,1,0
0,0,0,1,1395579.143,4.881,1,0
1,0,0,1,1395585.369,6.226,1,0
0,0,0,1,1395590.622,5.253,1,1
1,0,0,1,1395597.362,6.74,1,0
0,0,0,1,1395603.056,5.694,0,0
1,0,0,1,1395610.391,7.335,0,0
1,0,1,1,1395611.151,0.76,0,0
1,0,0,1,1395611.154,0.003,0,0
0,0,0,1,1395616.432,5.278,0,1
1,0,0,1,1395623.95,7.518,0,0
0,0,0,1,1395629.855,5.905,0,0
1,0,0,1,1395636.744,6.889,0,0
0,0,0,1,1395641.867,5.123,0,0
1,0,0,1,1395647.031,5.164,0,0
0,0,0,1,1395650.769,3.738,0,0
1,0,0,1,1395654.529,3.76,0,0
0,0,0,1,1395657.361,2.832,0,0
1,0,0,1,1395660.353,2.992,0,0
0,0,0,1,1395662.682,2.329,0,0
1,0,0,1,1395665.216,2.534,0,0
0,0,0,1,1395667.284,2.068,0,0
1,0,0,1,1395669.539,2.255,0,0
0,0,0,1,1395671.453,1.914,0,0
1,0,0,1,1395673.541,2.088,0,0
0,0,0,1,1395675.347,1.806,0,0
1,0,0,1,1395677.326,1.979,0,0
0,0,0,1,1395679.065,1.739,0,0
1,0,0,1,1395680.98,1.915,0,0
0,0,0,1,1395682.674,1.694,0,0
1,0,0,1,1395684.548,1.874,0,0
0,0,0,1,1395686.217,1.669,0,0
1,0,0,1,1395688.068,1.851,0,0
0,0,0,1,1395689.727,1.659,0,0
1,0,0,1,1395691.579,1.852,0,0
0,0,0,1,1395693.241,1.662,0,0
1,0,0,1,1395695.114,1.873,0,0
0,0,0,1,1395696.789,1.675,0,0
1,0,0,1,1395698.694,1.905,0,0
0,0,0,1,1395700.408,1.714,0,0
