#Firmware: console20250221 firmware 20250309@2421910608 proteus MINIMAL_PINS 70
PriLevel,SecLevel,Trigger,Sync,Time,ToothTime,coil,inj
Flag,Flag,Flag,Flag,ms,ms,Flag,Flag
1,0,0,0,70316.034,70316.034,0,0
0,0,0,0,70316.115,0.081,0,0
1,0,0,0,70316.306,0.191,0,0
0,0,0,0,70316.373,0.067,0,0
1,0,0,0,70316.439,0.066,0,0
0,0,0,0,70316.526,0.087,0,0
1,0,0,0,70316.569,0.043,0,0
0,0,0,0,70317.29,0.721,0,0
1,0,0,0,70317.421,0.131,0,0
0,0,0,0,70317.556,0.135,0,0
1,0,0,0,70317.77,0.214,0,0
0,0,0,0,70319.104,1.334,0,0
1,0,0,0,70348.664,29.56,0,0
0,0,0,0,70362.527,13.863,0,0
1,0,0,0,70377.497,14.97,0,0
0,0,0,0,70387.569,10.072,0,0
1,0,0,0,70398.921,11.352,0,0
0,0,0,0,70407.638,8.717,0,0
1,0,0,0,70417.476,9.838,0,0
0,0,0,0,70425.454,7.978,0,0
1,0,0,0,70434.823,9.369,0,0
0,0,0,0,70442.384,7.561,0,0
1,0,0,0,70451.762,9.378,0,0
0,0,0,0,70459.225,7.463,0,0
1,0,0,0,70468.488,9.263,0,0
0,0,0,0,70476.003,7.515,0,0
1,0,0,0,70485.376,9.373,0,0
0,0,0,0,70492.747,7.371,0,0
1,0,0,0,70501.748,9.001,0,0
0,0,0,0,70508.723,6.975,0,0
1,0,0,0,70516.553,7.83,0,0
0,0,0,0,70522.604,6.051,0,0
1,0,0,0,70529.268,6.664,0,0
0,0,0,0,70534.46,5.192,0,0
1,0,0,0,70540.306,5.846,0,0
0,0,0,0,70544.899,4.593,0,0
1,0,0,0,70550.231,5.332,0,0
0,0,0,0,70554.51,4.279,0,0
1,0,0,0,70559.644,5.134,0,0
0,0,0,0,70563.826,4.182,0,0
1,0,0,0,70568.918,5.092,0,0
0,0,0,0,70573.119,4.201,0,0
1,0,0,0,70578.326,5.207,0,0
0,0,0,0,70582.674,4.348,0,0
1,0,0,0,70588.148,5.474,0,0
0,0,0,0,70592.678,4.53,0,0
1,0,0,0,70606.834,14.156,0,0
0,0,0,1,70612.679,5.845,0,0
1,0,0,1,70618.303,5.624,0,0
0,0,0,1,70622.689,4.386,0,0
1,0,0,1,70628.116,5.427,0,0
0,0,0,1,70632.759,4.643,0,0
1,0,0,1,70638.395,5.636,0,0
0,0,0,1,70643.062,4.667,0,0
1,0,0,1,70649.115,6.053,0,0
0,0,0,1,70654.111,4.996,0,0
1,0,0,1,70660.542,6.431,0,0
0,0,0,1,70665.918,5.376,0,0
1,0,0,1,70672.963,7.045,0,0
0,0,0,1,70678.944,5.981,0,0
0,0,1,1,70682.077,3.133,0,0
0,0,0,1,70682.08,0.003,0,0
1,0,0,1,70686.749,4.669,0,0
0,0,0,1,70693.229,6.48,0,0
1,0,0,1,70701.262,8.033,0,0
0,0,0,1,70707.724,6.462,0,0
1,0,0,1,70715.009,7.285,0,0
0,0,0,1,70720.445,5.436,0,0
1,0,0,1,70726.11,5.665,0,0
0,0,0,1,70730.391,4.281,0,0
1,0,0,1,70735.007,4.616,0,0
0,0,0,1,70738.616,3.609,0,0
1,0,0,1,70742.656,4.04,0,0
0,0,0,1,70745.9,3.244,0,0
1,0,0,1,70749.657,3.757,0,0
0,0,0,1,70752.697,3.04,0,0
1,0,0,1,70756.316,3.619,0,0
0,0,0,1,70759.281,2.965,0,0
1,0,0,1,70762.842,3.561,0,0
0,0,0,1,70765.787,2.945,0,0
1,0,0,1,70769.356,3.569,0,0
0,0,0,1,70772.313,2.957,0,0
1,0,0,1,70775.963,3.65,0,0
0,0,0,1,70778.979,3.016,0,0
1,0,0,1,70782.741,3.762,0,0
0,0,0,1,70785.891,3.15,0,0
1,0,0,1,70789.859,3.968,0,0
0,0,0,1,70793.187,3.328,0,0
1,0,0,1,70797.476,4.289,0,0
0,0,0,1,70801.141,3.665,0,0
1,0,0,1,70806.064,4.923,0,0
0,0,0,1,70810.377,4.313,0,0
1,0,0,1,70816.5,6.123,0,0
0,0,0,1,70820.826,4.326,0,0
1,0,0,1,70826.08,5.254,0,0
0,0,0,1,70830.845,4.765,0,0
1,0,0,1,70836.705,5.86,0,0
0,0,0,1,70841.726,5.021,0,0
1,0,0,1,70848.432,6.706,0,0
0,0,0,1,70853.875,5.443,1,0
1,0,0,1,70860.637,6.762,1,0
0,0,0,1,70866.091,5.454,1,0
1,0,0,1,70872.431,6.34,1,0
0,0,0,1,70877.252,4.821,1,0
1,0,0,1,70882.417,5.165,1,0
0,0,0,1,70886.331,3.914,1,0
1,0,0,1,70890.565,4.234,1,0
0,0,0,1,70893.884,3.319,1,0
1,0,0,1,70897.636,3.752,1,0
0,0,0,1,70900.637,3.001,1,0
1,0,0,1,70904.15,3.513,1,0
0,0,0,1,70906.989,2.839,1,0
1,0,0,1,70910.366,3.377,1,0
0,0,0,1,70913.127,2.761,1,0
1,0,0,1,70916.428,3.301,1,0
